cell,frip,uniq_frags,mt_content,sequencing_depth,dup_level,frac_open,mapping_rate,plate,batch
mSp_rep7_357,0.664358,776.0,0.02267,1142,0.044525,0.006828,84.59,rep7,Sp#2 (n=2688)
mSp_rep7_358,0.751892,908.0,0.018378,1280,0.0032329999999999998,0.008941,84.49,rep7,Sp#2 (n=2688)
mSp_rep7_359,0.70187,891.0,0.019802,1228,0.004381,0.008275,86.16,rep7,Sp#2 (n=2688)
mSp_rep7_361,0.755556,215.0,0.044444,319,0.0,0.002139,85.89,rep7,Sp#2 (n=2688)
mSp_rep7_362,0.716667,117.0,0.025,206,0.0,0.001127,79.37,rep7,Sp#2 (n=2688)
mSp_rep7_363,0.6935479999999999,151.0,0.025806,217,0.0,0.001371,85.71,rep7,Sp#2 (n=2688)
mSp_rep7_364,0.690045,215.0,0.027149,349,0.008969,0.002062,82.66,rep7,Sp#2 (n=2688)
mSp_rep7_365,0.659926,270.0,0.007353,393,0.010909,0.0023829999999999997,85.62,rep7,Sp#2 (n=2688)
mSp_rep7_366,0.735075,260.0,0.029851,386,0.0074069999999999995,0.0025109999999999998,85.23,rep7,Sp#2 (n=2688)
mSp_rep7_368,0.75974,154.0,0.0,252,0.0,0.0016010000000000002,79.37,rep7,Sp#2 (n=2688)
mSp_rep7_371,0.761111,174.0,0.033333,277,0.0,0.001768,83.39,rep7,Sp#2 (n=2688)
mSp_rep7_372,0.740741,183.0,0.031745999999999996,295,0.015625,0.00187,83.56,rep7,Sp#2 (n=2688)
mSp_rep7_373,0.7365149999999999,238.0,0.012448,374,0.004132,0.002306,81.82,rep7,Sp#2 (n=2688)
mSp_rep7_376,0.746933,318.0,0.02454,559,0.22195700000000002,0.0031899999999999997,88.01,rep7,Sp#2 (n=2688)
mSp_rep7_377,0.782313,145.0,0.013605,244,0.0,0.0015630000000000002,78.89,rep7,Sp#2 (n=2688)
mSp_rep7_378,0.735915,138.0,0.028169,246,0.0,0.001371,79.88,rep7,Sp#2 (n=2688)
mSp_rep7_379,0.715753,284.0,0.027397,411,0.0034130000000000002,0.0026899999999999997,84.91,rep7,Sp#2 (n=2688)
mSp_rep7_380,0.735808,224.0,0.021834,346,0.0043479999999999994,0.0021780000000000002,83.09,rep7,Sp#2 (n=2688)
mSp_rep7_381,0.7046979999999999,147.0,0.013423,249,0.013244999999999998,0.0014089999999999999,80.52,rep7,Sp#2 (n=2688)
mSp_rep7_382,0.7450979999999999,246.0,0.035294,457,0.229607,0.002408,86.87,rep7,Sp#2 (n=2688)
mSp_rep7_384,0.659574,231.0,0.017021,373,0.012605,0.002101,81.5,rep7,Sp#2 (n=2688)
mSp_rep8_071,0.787805,201.0,0.019512,395,0.023809999999999998,0.002088,76.46,rep8,Sp#2 (n=2688)
mSp_rep8_074,0.730769,247.0,0.0,488,0.05364,0.002408,68.44,rep8,Sp#2 (n=2688)
mSp_rep8_157,0.745536,220.0,0.017856999999999998,398,0.004444,0.0021899999999999997,78.89,rep8,Sp#2 (n=2688)
mSp_rep8_172,0.790875,259.0,0.015209,480,0.007547,0.002703,77.92,rep8,Sp#2 (n=2688)
mSp_rep8_276,0.706294,142.0,0.006993000000000001,458,0.423387,0.001358,78.82,rep8,Sp#2 (n=2688)
mSp_rep8_342,0.7065060000000001,700.0,0.009901,889,0.0,0.006853,90.16,rep8,Sp#2 (n=2688)
mSp_rep8_384,0.786957,228.0,0.008695999999999999,447,0.021277,0.002395,76.17,rep8,Sp#2 (n=2688)
mSp_rep9_057,0.753676,132.0,0.029412,246,0.0,0.001332,77.03,rep9,Sp#2 (n=2688)
mSp_rep9_084,0.748322,291.0,0.02349,494,0.0,0.002959,78.85,rep9,Sp#2 (n=2688)
mSp_rep9_144,0.674556,655.0,0.031065,965,0.004418,0.005816,86.01,rep9,Sp#2 (n=2688)
mSp_rep9_214,0.669014,136.0,0.042254,312,0.006993000000000001,0.00123,71.47,rep9,Sp#2 (n=2688)
mSp_rep9_279,0.708738,102.0,0.009709,260,0.0,0.000986,68.46,rep9,Sp#2 (n=2688)
mSp_rep9_336,0.72,437.0,0.028888999999999998,689,0.006623,0.004061,82.15,rep9,Sp#2 (n=2688)
mSp_rep9_384,0.764151,102.0,0.037736,235,0.0,0.00105,68.51,rep9,Sp#2 (n=2688)
