cell	sequencing_depth
SRR1780678	22483
SRR1780679	38169
SRR1780680	2491
SRR1780681	205386
SRR1780682	55219
SRR1780683	422354
SRR1780684	78405
SRR1780685	287751
SRR1780686	36216
SRR1780687	547629
SRR1780688	71892
SRR1780689	479129
SRR1780690	59513
SRR1780691	1645048
SRR1780692	145907
SRR1780693	887373
SRR1780694	129137
SRR1780695	408360
SRR1780696	71704
SRR1780697	516969
SRR1780698	81939
SRR1780699	571505
SRR1780700	36036
SRR1780701	251957
SRR1780702	38681
SRR1780703	631509
SRR1780704	95490
SRR1780705	54702
SRR1780706	3661
SRR1780707	480515
SRR1780708	54634
SRR1780709	41806
SRR1780710	1670
SRR1780711	159664
SRR1780712	17604
SRR1780713	722015
SRR1780714	87421
SRR1780715	77033
SRR1780716	3428
SRR1780717	104815
SRR1780718	6576
SRR1780719	79557
SRR1780720	3133
SRR1780721	486180
SRR1780722	13441
SRR1780723	126083
SRR1780724	2852
SRR1780725	486044
SRR1780726	37776
SRR1780727	174890
SRR1780728	12915
SRR1780729	790746
SRR1780730	36997
SRR1780731	510704
SRR1780732	48212
SRR1780733	58385
SRR1780734	1730
SRR1780735	771035
SRR1780736	58772
SRR1780737	1190729
SRR1780738	80114
SRR1780739	142742
SRR1780740	160511
SRR1780741	203534
SRR1780742	134567
SRR1780743	36227
SRR1780744	62540
SRR1780745	113421
SRR1780746	159568
SRR1780747	20407
SRR1780748	8298
SRR1780749	19317
SRR1780750	67999
SRR1780751	43360
SRR1780752	4796
SRR1780753	3919
SRR1780754	16195
SRR1780755	6693
SRR1780756	41810
SRR1780757	49118
SRR1780758	11802
SRR1780759	6140
SRR1780760	1834
SRR1780761	2992
SRR1780762	4795
SRR1780763	562136
SRR1780764	38972
SRR1780765	214257
SRR1780766	460188
SRR1780767	43991
SRR1780768	34184
SRR1780769	506088
SRR1780770	748376
SRR1780771	49007
SRR1780772	638456
SRR1780773	67796
SRR1780774	799532
SRR1780775	455765
SRR1780776	24520
SRR1780777	89859
SRR1780778	193164
SRR1780779	260642
SRR1780780	98544
SRR1780781	79816
SRR1780782	186906
SRR1780783	190909
SRR1780784	18521
SRR1780785	215394
SRR1780786	725012
